timestamp|command|response
1669572144511|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.01, leverage=5, is_percentage=false|{'success': False, 'code': -1005, 'message': 'The order quantity 0.0 is invalid.'}
1669572135158|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.1, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [400]>
1669572135158|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.1, leverage=5, is_percentage=false|{'success': False, 'code': -1104, 'message': 'The order must fit in the filter requirement.'}
1669572029587|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.01, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [400]>
1669572029587|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=0.01, leverage=5, is_percentage=false|{'success': False, 'code': -1005, 'message': 'The order quantity 0.0 is invalid.'}
1669571270601|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=0.002, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [400]>
1669571270601|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=0.002, leverage=5, is_percentage=false|{'success': False, 'code': -1005, 'message': 'The order quantity 0.0 is invalid.'}
1669571234916|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|Response [Payload 0: main] : <Response [400]>
1669571234916|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|{'success': False, 'code': -1104, 'message': 'The order must fit in the filter requirement.'}
1669571147298|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|Response [Payload 0: main] : <Response [400]>
1669571147298|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|{'success': False, 'code': -1104, 'message': 'The order must fit in the filter requirement.'}
1669571090344|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|Response [Payload 0: main] : <Response [400]>
1669571090344|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=150, leverage=5, is_percentage=true|{'success': False, 'code': -1104, 'message': 'The order must fit in the filter requirement.'}
1669571068450|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=150, leverage=5, is_percentage=false|Response [Payload 0: main] : <Response [400]>
1669571068450|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=150, leverage=5, is_percentage=false|{'success': False, 'code': -1104, 'message': 'The order must fit in the filter requirement.'}
1669571045541|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=150, leverage=5|ERROR (Missing Required Parameter) : 'market' order requires a 'is_percentage' argument.
1669571031311|token='passcode', type='market', symbol='PERP_BTC_USDT', side='buy', quantity=150|ERROR (Missing Required Parameter) : 'market' order requires a 'leverage' argument.
1669489473460|token='passcode', type='market', leverage=5, symbol='PERP_ETH_USDT', side='buy', quantity=15000, is_percentage=true |Response [Payload 0: main] : <Response [401]>
1669489473460|token='passcode', type='market', leverage=5, symbol='PERP_ETH_USDT', side='buy', quantity=15000, is_percentage=true |{'success': False, 'code': -1001, 'message': 'The API signature is invalid.'}
1669489295272|token='passcode', type='market', leverage=5, symbol='PERP_ETH_USDT', side='buy', quantity=15000, is_percentage=true |Response [Payload 0: main] : <Response [401]>
1669489295272|token='passcode', type='market', leverage=5, symbol='PERP_ETH_USDT', side='buy', quantity=15000, is_percentage=true |{'success': False, 'code': -1001, 'message': 'The API signature is invalid.'}
1669489143016|token='passcode', type='market', leverage=3, symbol='PERP_ETH_USDT', side='buy', quantity=1500|ERROR (Missing Required Parameter) : 'market' order requires a 'is_percentage' argument.
1669489107159|token='passcode', type='market', leverage=3, symbol='PERP_ETH_USDT', side='buy', quantity=1500|ERROR (Invalid Arguments Passed) : '3' argument passed for 'leverage' parameter is not valid/recognized.
1669488929976|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=1500|ERROR (Missing Required Parameter) : 'market' order requires a 'leverage' argument.
1669488892303|token='passcode', type='market', symbol='PERP_ETH_USDT', side='buy', quantity=1500|ERROR (Missing Required Parameter) : 'market' order requires a 'leverage' argument.
1669263198306|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='false'|Response [Payload 0: main] : <Response [200]>
1669263198306|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='false'|{'success': True, 'data': {'rows': [{'orderId': 412269, 'clientOrderId': 0, 'algoType': 'TAKE_PROFIT', 'quantity': 0}, {'orderId': 412270, 'clientOrderId': 0, 'algoType': 'STOP_LOSS', 'quantity': 0}, {'orderId': 412268, 'clientOrderId': 0, 'algoType': 'POSITIONAL_TP_SL', 'quantity': 0}]}, 'timestamp': 1669263199712}
1669263154744|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='true'|Response [Payload 0: main] : <Response [200]>
1669263154744|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='true'|{'success': True, 'data': {'rows': [{'orderId': 412266, 'clientOrderId': 0, 'algoType': 'TAKE_PROFIT', 'quantity': 0}, {'orderId': 412267, 'clientOrderId': 0, 'algoType': 'STOP_LOSS', 'quantity': 0}, {'orderId': 412265, 'clientOrderId': 0, 'algoType': 'POSITIONAL_TP_SL', 'quantity': 0}]}, 'timestamp': 1669263156196}
1669263125315|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='true'|Response [Payload 0: main] : <Response [400]>
1669263125315|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='true'|"{'success': False, 'code': -1005, 'message': 'JSON parse error: Cannot deserialize value of type `boolean` from String ""TRUE"": only ""true"" or ""false"" recognized; nested exception is com.fasterxml.jackson.databind.exc.InvalidFormatException: Cannot deserialize value of type `boolean` from String ""TRUE"": only ""true"" or ""false"" recognized\n at [Source: (PushbackInputStream); line: 1, column: 184] (through reference chain: com.woo.orderservice.controller.request.CreateAlgoOrderRequestV2[""childOrders""]->java.util.ArrayList[0]->com.woo.orderservice.controller.request.CreateAlgoOrderChildRequestV2[""reduceOnly""])'}"
1669263117227|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='false'|Response [Payload 0: main] : <Response [400]>
1669263117227|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='false'|"{'success': False, 'code': -1005, 'message': 'JSON parse error: Cannot deserialize value of type `boolean` from String ""FALSE"": only ""true"" or ""false"" recognized; nested exception is com.fasterxml.jackson.databind.exc.InvalidFormatException: Cannot deserialize value of type `boolean` from String ""FALSE"": only ""true"" or ""false"" recognized\n at [Source: (PushbackInputStream); line: 1, column: 184] (through reference chain: com.woo.orderservice.controller.request.CreateAlgoOrderRequestV2[""childOrders""]->java.util.ArrayList[0]->com.woo.orderservice.controller.request.CreateAlgoOrderChildRequestV2[""reduceOnly""])'}"
1669263049220|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='yes'|Response [Payload 0: main] : <Response [400]>
1669263049220|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='yes'|"{'success': False, 'code': -1005, 'message': 'JSON parse error: Cannot deserialize value of type `boolean` from String ""YES"": only ""true"" or ""false"" recognized; nested exception is com.fasterxml.jackson.databind.exc.InvalidFormatException: Cannot deserialize value of type `boolean` from String ""YES"": only ""true"" or ""false"" recognized\n at [Source: (PushbackInputStream); line: 1, column: 184] (through reference chain: com.woo.orderservice.controller.request.CreateAlgoOrderRequestV2[""childOrders""]->java.util.ArrayList[0]->com.woo.orderservice.controller.request.CreateAlgoOrderChildRequestV2[""reduceOnly""])'}"
1669263031568|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='False'|Response [Payload 0: main] : <Response [400]>
1669263031568|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='False'|"{'success': False, 'code': -1005, 'message': 'JSON parse error: Cannot deserialize value of type `boolean` from String ""FALSE"": only ""true"" or ""false"" recognized; nested exception is com.fasterxml.jackson.databind.exc.InvalidFormatException: Cannot deserialize value of type `boolean` from String ""FALSE"": only ""true"" or ""false"" recognized\n at [Source: (PushbackInputStream); line: 1, column: 184] (through reference chain: com.woo.orderservice.controller.request.CreateAlgoOrderRequestV2[""childOrders""]->java.util.ArrayList[0]->com.woo.orderservice.controller.request.CreateAlgoOrderChildRequestV2[""reduceOnly""])'}"
1669263024657|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='false'|Response [Payload 0: main] : <Response [400]>
1669263024657|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='false'|"{'success': False, 'code': -1005, 'message': 'JSON parse error: Cannot deserialize value of type `boolean` from String ""FALSE"": only ""true"" or ""false"" recognized; nested exception is com.fasterxml.jackson.databind.exc.InvalidFormatException: Cannot deserialize value of type `boolean` from String ""FALSE"": only ""true"" or ""false"" recognized\n at [Source: (PushbackInputStream); line: 1, column: 184] (through reference chain: com.woo.orderservice.controller.request.CreateAlgoOrderRequestV2[""childOrders""]->java.util.ArrayList[0]->com.woo.orderservice.controller.request.CreateAlgoOrderChildRequestV2[""reduceOnly""])'}"
1669262993981|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only=false|Response [Payload 0: main] : <Response [400]>
1669262993981|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only=false|"{'success': False, 'code': -1005, 'message': 'JSON parse error: Cannot deserialize value of type `boolean` from String ""FALSE"": only ""true"" or ""false"" recognized; nested exception is com.fasterxml.jackson.databind.exc.InvalidFormatException: Cannot deserialize value of type `boolean` from String ""FALSE"": only ""true"" or ""false"" recognized\n at [Source: (PushbackInputStream); line: 1, column: 184] (through reference chain: com.woo.orderservice.controller.request.CreateAlgoOrderRequestV2[""childOrders""]->java.util.ArrayList[0]->com.woo.orderservice.controller.request.CreateAlgoOrderChildRequestV2[""reduceOnly""])'}"
1669262950691|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='false'|Response [Payload 0: main] : <Response [400]>
1669262950691|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000, reduce_only='false'|"{'success': False, 'code': -1005, 'message': 'JSON parse error: Cannot deserialize value of type `boolean` from String ""FALSE"": only ""true"" or ""false"" recognized; nested exception is com.fasterxml.jackson.databind.exc.InvalidFormatException: Cannot deserialize value of type `boolean` from String ""FALSE"": only ""true"" or ""false"" recognized\n at [Source: (PushbackInputStream); line: 1, column: 184] (through reference chain: com.woo.orderservice.controller.request.CreateAlgoOrderRequestV2[""childOrders""]->java.util.ArrayList[0]->com.woo.orderservice.controller.request.CreateAlgoOrderChildRequestV2[""reduceOnly""])'}"
1669262932726|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000|ERROR (Missing Required Parameter) : 'tp-sl' order requires a 'reduce_only' argument.
1669262596012|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000|Response [Payload 0: main] : <Response [200]>
1669262596012|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000|{'success': True, 'data': {'rows': [{'orderId': 412249, 'clientOrderId': 0, 'algoType': 'TAKE_PROFIT', 'quantity': 0}, {'orderId': 412250, 'clientOrderId': 0, 'algoType': 'STOP_LOSS', 'quantity': 0}, {'orderId': 412248, 'clientOrderId': 0, 'algoType': 'POSITIONAL_TP_SL', 'quantity': 0}]}, 'timestamp': 1669262597555}
1669262563460|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000|Response [Payload 0: main] : <Response [200]>
1669262563460|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000|{'success': True, 'data': {'rows': [{'orderId': 412245, 'clientOrderId': 0, 'algoType': 'TAKE_PROFIT', 'quantity': 0}, {'orderId': 412246, 'clientOrderId': 0, 'algoType': 'STOP_LOSS', 'quantity': 0}, {'orderId': 412244, 'clientOrderId': 0, 'algoType': 'POSITIONAL_TP_SL', 'quantity': 0}]}, 'timestamp': 1669262564834}
1669262523014|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000|Response [Payload 0: main] : <Response [500]>
1669262523014|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000|{'success': False, 'code': -1012, 'message': 'Given a side and a symbol, only allow at most one positional TP/SL order.'}
1669262456297|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000|Response [Payload 0: main] : <Response [200]>
1669262456297|token='passcode', symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='tp-sl', tp=17000, sl=0, price=14000|{'success': True, 'data': {'rows': [{'orderId': 412241, 'clientOrderId': 0, 'algoType': 'TAKE_PROFIT', 'quantity': 0}, {'orderId': 412242, 'clientOrderId': 0, 'algoType': 'STOP_LOSS', 'quantity': 0}, {'orderId': 412240, 'clientOrderId': 0, 'algoType': 'POSITIONAL_TP_SL', 'quantity': 0}]}, 'timestamp': 1669262457703}
1669261883969|token='passcode', type='cancel-all', symbol='PERP_BTC_USDT, side='buy';token='passcode', type='cancel-limit', symbol='PERP_ETH_USDT, side='sell'|Response [Payload 1: main] : <Response [200]>
1669261883969|token='passcode', type='cancel-all', symbol='PERP_BTC_USDT, side='buy';token='passcode', type='cancel-limit', symbol='PERP_ETH_USDT, side='sell'|Response [Payload 0: main] : <Response [200]>
1669261883969|token='passcode', type='cancel-all', symbol='PERP_BTC_USDT, side='buy';token='passcode', type='cancel-limit', symbol='PERP_ETH_USDT, side='sell'|{'success': True, 'status': 'CANCEL_ALL_SENT'}
1669261883969|token='passcode', type='cancel-all', symbol='PERP_BTC_USDT, side='buy';token='passcode', type='cancel-limit', symbol='PERP_ETH_USDT, side='sell'|{'success': True, 'data': {'status': 'CANCEL_ALL_SENT', 'side': 'BUY'}, 'timestamp': 1669261886035}
1669261883969|token='passcode', type='cancel-all', symbol='PERP_BTC_USDT, side='buy';token='passcode', type='cancel-limit', symbol='PERP_ETH_USDT, side='sell'|{'success': True, 'status': 'CANCEL_ALL_SENT'}
1669094383291|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='limit', tp=17000, sl=2000, price=15000|Response [main] : <Response [200]>
1669094383291|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='limit', tp=17000, sl=2000, price=15000|{'success': True, 'timestamp': '1669094384.494', 'order_id': 181244806, 'order_type': 'LIMIT', 'order_price': 15000, 'order_quantity': 0.002, 'order_amount': None, 'client_order_id': 0}
1669094230953|symbol='PERP_BTC_USDT', side='buy', quantity=0.02,  type='limit', tp=17000, sl=2000, price=15000|Response [main] : <Response [400]>
1669094230953|symbol='PERP_BTC_USDT', side='buy', quantity=0.02,  type='limit', tp=17000, sl=2000, price=15000|{'success': False, 'code': -1101, 'message': 'Your margin is insufficient! Please liquidate assets.'}
1669090238982|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=2000, price=14000|Response [main] : <Response [200]>
1669090238982|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=2000, price=14000|{'success': True, 'status': 'CANCEL_ALL_SENT'}
1669088674862|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|Response [main] : <Response [200]>
1669088674862|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': True, 'status': 'CANCEL_ALL_SENT'}
1669088667455|symbssol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|ERROR (Missing Required Parameter) : 'cancel-limit' order requires a 'symbol' argument.
1669037124730|symbssol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|ERROR (Missing Required Parameter) : 'cancel-limit' order requires a 'symbol' argument.
1669037099049||ERROR (Cannot Read Alert Message) :             Make sure your alert message is written and punctuated correctly.
1669037055037|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|Response [main] : <Response [200]>
1669037055037|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|Response [account_2] : <Response [401]>
1669037055037|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': True, 'status': 'CANCEL_ALL_SENT'}
1669037055037|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': False, 'code': -1001, 'message': 'The API signature is invalid.'}
1669037020877|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': True, 'status': 'CANCEL_ALL_SENT'}
1669037020877|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': False, 'code': -1001, 'message': 'The API signature is invalid.'}
1669036905282|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': True, 'status': 'CANCEL_ALL_SENT'}
1669088674862|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|Response [main] : <Response [200]>
1669088674862|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': True, 'status': 'CANCEL_ALL_SENT'}
1669088667455|symbssol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|ERROR (Missing Required Parameter) : 'cancel-limit' order requires a 'symbol' argument.
1669037124730|symbssol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|ERROR (Missing Required Parameter) : 'cancel-limit' order requires a 'symbol' argument.
1669037099049||ERROR (Cannot Read Alert Message) :             Make sure your alert message is written and punctuated correctly.
1669037055037|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|Response [main] : <Response [200]>
1669037055037|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|Response [account_2] : <Response [401]>
1669037055037|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': True, 'status': 'CANCEL_ALL_SENT'}
1669037055037|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': False, 'code': -1001, 'message': 'The API signature is invalid.'}
1669037020877|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': True, 'status': 'CANCEL_ALL_SENT'}
1669037020877|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': False, 'code': -1001, 'message': 'The API signature is invalid.'}
1669036905282|symbol='PERP_BTC_USDT', side='buy', quantity=0.002,  type='cancel-limit', tp=17000, sl=15000, price=14000|{'success': True, 'status': 'CANCEL_ALL_SENT'}
